roll_number,schoolname,address1,address2,address3,address4,county,local_auth,principalfirstname,principallastname,eircode,latitude,longitude,phone_no,email,schooltype
15981A,LAKYLE N S,Lakyle,Whitegate,Co. Clare,NULL,Clare,Clare County Council,Mary,Flanagan,V94HH27,52.9532551,-8.3621416,61927288,lakylens@yahoo.com,primary
15983E,S N NAOMH BROGAIN,Bracknagh,Rathanagan,Co. Kildare,NULL,Offaly,Offaly County Council,Brian,Coulston,R51E243,53.2082262,-7.0941932,578629047,stbroghans@gmail.com,primary
15995L,Star of the Sea,Leahy's Terrace,Sandymount,Dublin 4,NULL,Dublin,Dublin City Council,Niall,Walsh,D04XW14,53.336074,-6.2190642,16686394,office@starofthesea.ie,primary
15996N,RATHBANE N S,Curraghmore,Ballina,Co. Mayo,NULL,Mayo,Mayo County Council,Elaine,Harten,F26PC82,53.9841035,-9.3239353,9651182,principal@rathbanens.ie,primary
15997P,ST BRENDAN'S N.S.,The Square,Eyrecourt,Ballinasloe,Co. Galway,Galway,Galway County Council,Éilis,Treacy,H53R772,53.2015248,-8.1297857,909675362,office@eyrecourtns.ie,primary
16009H,CARRICK MIXED N S,Ballinlough,Co. Roscommon,NULL,NULL,Roscommon,Roscommon County Council,Eoin,Davey,F45PV27,53.7485398,-8.6523689,949640411,carrickns@outlook.com,primary
16013V,EDENDERRY CONVENT N S,School Lane,Edenderry,Co. Offaly,NULL,Offaly,Offaly County Council,Declan,Downey,R45DA33,53.338417,-7.0592417,469731424,info@stmaryspsedenderry.ie,primary
16014A,ST FINIANS,Spunkane,Waterville,Co. Kerry,NULL,Kerry,Kerry County Council,Gearóid,Moran,V23AX51,51.8354957,-10.171788,669474685,watervillens@hotmail.com,primary
16021U,LISANISKA N S,Lisaniska East,Foxford,Co. Mayo,NULL,Mayo,Mayo County Council,Aisling,Hopkins,F26EY28,53.9807726,-9.113245,949258289,lisaniska@yahoo.com,primary
16023B,RATHGAROGUE N S,Rathgarogue,New Ross,Co. Wexford,NULL,Wexford,Wexford County Council,Anne,Marie O'Neill,Y34H291,52.4281405,-6.8650871,51424779,principal@rathgaroguens.com,primary
16027J,S N MUIRE,Stratford-on-Slaney,Baltinglass,Co. Wicklow,NULL,Wicklow,Wicklow County Council,Mary,O'Keeffe,W91DX22,52.9887547,-6.6725883,596481279,stratfordns@gmail.com,primary
16034G,TULSK N S,TULSK,CASTLEREA,CO ROSCOMMON,NULL,Roscommon,Roscommon County Council,Sinéad,Parker,F45VE84,53.7754263,-8.2429036,719639287,tulsknationalschool@gmail.com,primary
16044J,KILROSS N S,BALLINTOGHER,CO SLIGO,NULL,NULL,Sligo,Sligo County Council,Róisín,Coughlan,F91ED95,54.1929215,-8.4127367,719130074,kilrossns@gmail.com,primary
16052I,S N NAOMH PADRAIG SAILE,Sáile,Gob a Choire,Acaill,Co. Mhaigh Eo,Mayo,Mayo County Council,John,Gallagher,F28Y229,40.2215585,-74.9084514,9845767,scoilnaomhpadraigs@gmail.com,primary
16054M,ST PATRICKS N S,MURLOG,LIFFORD,CO DONEGAL,NULL,Donegal,Donegal County Council,Mr,Odhrán Harvey,F93AP93,54.8424005,-7.5023677,749141450,murlogs@eircom.net,primary
16057S,CONVENT OF MERCY N S,Upper Bridge Street,Belturbet,Co. Cavan,NULL,Cavan,Cavan County Council,Celine,Clarke,H14A009,54.1000496,-7.4456936,499522992,info@comns.ie,primary
16067V,SCOIL NAIS FININ NAOFA,CLONARD,ENFIELD,CO MEATH,NULL,Meath,Meath County Council,Lorraine,Polgar,A83TY71,53.4515329,-7.0231073,449375551,stfiniansns@yahoo.ie,primary
16070K,MOUNTMELLICK BOYS N S,Davitt Road,Mountmellick,Co. Laois,NULL,Laois,Laois County Council,John,Murrell,R32DY73,53.1135363,-7.3185284,578624760,scoilpn2.ias@eircom.net,primary
16071M,SCOIL CHROI NAOFA,Tuam Road,Athenry,Co. Galway,NULL,Galway,Galway County Council,Fergal,Naughton,H65C860,53.3006276,-8.7470563,91844510,scnathenry@eircom.net,primary
16072O,NEWBAWN N S,Newbawn,Co. Wexford,NULL,NULL,Wexford,Wexford County Council,Lisa,Crowe,Y35WT27,52.3417151,-6.7945622,51428416,shnsnewbawn@gmail.com,primary
16077B,ARDFINNAN N S,Clonmel,Co. Tipperary,NULL,NULL,Tipperary,Tipperary (Sr) County Council,Brid,Quinlivan,E91X6F9,52.3094069,-7.8806197,527466397,ardfinnanns3@gmail.com,primary
16080N,S N PHADRAIG NAOFA,The Course,Tullow,Co. Carlow,NULL,Carlow,Carlow County Council,Regina,Doherty,R93C594,52.8032764,-6.7326985,599151625,info@tullowboysns.ie,primary
16083T,VIRGINIA MXD N S,Virginia,Co. Cavan,NULL,NULL,Cavan,Cavan County Council,Jacinta,Jordan,A82FA09,53.8354762,-7.075816,498547035,info@virginians.ie,primary
16087E,KEALKIL N S,BANTRY,CO CORK,NULL,NULL,Cork,Cork County Council,DARRAGH,CAREY,P75FF21,51.7486297,-9.37826,2766298,info@kealkillns.ie,primary
16092U,ATHLONE N S,Arcadia,Athlone,Co. Westmeath,NULL,Westmeath,Westmeath County Council,Miriam,Byrne,N37CX20,53.4323017,-7.9390131,906474911,athlonemixednational@gmail.com,primary
16093W,BALLYCONNELL MXD N S,Ballyconnell,Co. Cavan,NULL,NULL,Cavan,Cavan County Council,Terence,Reynolds,H14HK81,54.1136857,-7.5819906,499526673,office.bcns@gmail.com,primary
16100Q,MERCY CONVENT N S,Railway Street,Navan,Co. Meath,NULL,Meath,Meath County Council,Ann,Murphy,C15EA40,53.6505808,-6.6872237,469021989,jomerps@iol.ie,primary
16108J,SCOIL NAOMH TREASA C,TIERNASLIGO URRIS CLONMANY,LIFFORD,CO DONEGAL,NULL,Donegal,Donegal County Council,Brigid,Mc Gonagle,F93KD53,55.2679193,-7.4975613,749376359,tiernasligo@yahoo.ie,primary
16109L,SCOIL REALT NA MARA,Ballycotton,Midleton,Co. Cork,NULL,Cork,Cork County Council,Eilís,Casey,P25RX22,51.8306849,-8.0161431,214646068,scoilrealtnamara@gmail.com,primary
16111V,KILLUSTY N S,Killusty,Fethard,Co. Tipperary,NULL,Tipperary,Tipperary (Sr) County Council,Sarah,O'Sullivan,E91XE12,52.4709774,-7.6967891,526132314,killustyns@gmail.com,primary
16112A,ST MARYS CONVENT,O'Rahilly Street,Nenagh,Co. Tipperary,NULL,Tipperary,Tipperary (Nr) County Council,Peadar,O'Dwyer,E45DX78,52.8659479,-8.2004099,6731895,info@conventprimarynenagh.ie,primary
16113C,SN TOIN NA GAOITHE,"TOIN Ré Gaoith, Acaill,",CATHAIR NA MART,CO MHAIGH EO,NULL,Mayo,Mayo County Council,Brídín,Bean Uí Ghiollabháin,F28R239,53.9619505,-10.015335,9845247,snthoinregaoith.ias@eircom.net,primary
16116I,S N NAOMH COLMAIN,Clarabricken,Clara,Co. Kilkenny,NULL,Kilkenny,Kilkenny County Council,Richard,Mulrooney,R95YW73,999,999,567759736,claraprimary@eircom.net,primary
16118M,DONOUGHMORE N S,DONOUGHMORE,CO. LIMERICK,NULL,NULL,Limerick,Limerick County Council,EMER,MARIE CLIFFORD,V94X051,52.6340842,-8.5891422,61418173,donoughmorenslimk@gmail.com,primary
16121B,ATTYMON N S,Attymon,Athenry,Co. Galway,NULL,Galway,Galway County Council,Pauline,Vesey,H65PT02,53.3227409,-8.6079972,91848454,attymonns@gmail.com,primary
16122D,KNOCK N S,Knock,Claremorris,Co. Mayo,NULL,Mayo,Mayo County Council,Maire,Boyle,F12KF89,53.7924981,-8.9242235,949388435,admin@knockns.ie,primary
16127N,GORTHAGANNY N S,Gortaganny,Loughglynn,Co. Roscommon,NULL,Roscommon,Roscommon County Council,Geraldine,Collins,F45C951,53.8079519,-8.6757714,949649323,gorthaganny@hotmail.com,primary
16128P,Bunscoil na Toirbhirte,Church Road,Mitchelstown,Co. Cork,NULL,Cork,Cork County Council,Michael,Mc Carthy,P67FE82,52.2657965,-8.266128,2524264,officebunscoil@gmail.com,primary
16129R,CORCAGHAN N S,Corcaghan,Stranooden,Co. Monaghan,NULL,Monaghan,Monaghan County Council,Sinéad,Forde,H18E284,54.1914526,-6.9898609,429744026,corcaghanns.ias@eircom.net,primary
16130C,ST JOSEPHS N S,Killenummery,Dromahair,Co. Leitrim,NULL,Leitrim,Leitrim County Council,Nuala,Gallagher,F91RT98,54.1942586,-8.3058646,719164860,killenummeryns@gmail.com,primary
16136O,CLIFFONEY N S,Ballinphull,Cliffoney,Co. Sligo,NULL,Sligo,Sligo County Council,Ellie,Kennedy,F91YC85,54.430589,-8.45309,719166578,cliffoneyns@gmail.com,primary
16137Q,DRUMFAD N S,Kerrykeel P O,LETTERKENNY,NULL,NULL,Donegal,Donegal County Council,Sara,Nairn,F92P683,55.1813049,-7.6496754,749159399,drumfadbally@gmail.com,primary
16138S,RAPHOE CENTRAL N S,RAPHOE,LIFFORD,CO DONEGAL,NULL,Donegal,Donegal County Council,MRS,NORMA SUMMERS,F93E367,54.8752469,-7.5981988,749145361,raphoecentral.ias@eircom.net,primary
16140F,SKEAGHVASTHEEN N S,Gorteen,Skeaghvasteen,Co. Kilkenny,NULL,Kilkenny,Kilkenny County Council,Valerie,Cullen,R95D529,52.5908985,-6.9923585,599775444,skeoughvosteenps@gmail.com,primary
16143L,S N PHEADAIR AGUS PHOIL,Drumconrath,Navan,Co. Meath,NULL,Meath,Meath County Council,Joanne,Carroll,C15TX05,53.8515966,-6.6563416,416854178,drumconrathns@yahoo.ie,primary
16145P,BUNSCOIL LORETO,St Michael's Road,Gorey,Co. Wexford,NULL,Wexford,Wexford County Council,Aileen,Kennedy,Y25HD34,52.6737562,-6.2899176,539421827,bunscoilloreto@gmail.com,primary
16159D,Convent Girls Senior National School,Mallow,Co. Cork,NULL,NULL,Cork,Cork County Council,Sheila,O'Connor,P51D958,52.1430181,-8.6429913,2242211,conventpsmallow@eircom.net,primary
16160L,CLONAGHADOO N S,Clonaghdoo,Geashill,Co. Offaly,NULL,Offaly,Laois County Council,Grainne,Finnerty,R35W427,53.1799128,-7.3730223,578628757,clonaghadoons@eircom.net,primary
16166A,CARRIG N S,Carrig,Birr,Co. Offaly,NULL,Tipperary,Tipperary (Nr) County Council,Tony,Sampson,R42TN60,53.0630448,-7.9715805,579120804,sncarrig@gmail.com,primary
16170O,CLOGHANS N S,Cloghans,Knockmore,Ballina,NULL,Mayo,Mayo County Council,Maria,Molloy,F26A403,54.0610429,-9.2115292,949258245,cloghansnationalschool@gmail.com,primary
16173U,KINAFFE N S,Kinaffe,Swinford,Co. Mayo,NULL,Mayo,Mayo County Council,Margaret,Noone,F12FW71,53.898002,-8.9767661,949251031,kinaffe1915@gmail.com,primary
16177F,LINDSAY ROAD N S,LINDSAY ROAD,GLASNEVIN,DUBLIN 9,NULL,Dublin,Dublin City Council,Stacey,Allen,D09YH93,53.3649127,-6.2647431,18600247,lindsayroadns@hotmail.com,primary
16186G,INCH N S,ENNIS,CO CLARE,NULL,NULL,Clare,Clare County Council,Conor,McKenna,V95TC60,52.8230944,-9.0584502,656839353,inchns.ias@gmail.com,primary
16202B,Castleblayney Convent National School,Laurel Hill,Castleblayney,Co. Monaghan,NULL,Monaghan,Monaghan County Council,Paula,Coleman,A75XT66,54.1196376,-6.7429036,429746090,scoilnagcailini@gmail.com,primary
16204F,S N AN MOININ RUA,The Glen,Moneenroe,Castlecomer,Co. Kilkenny,Kilkenny,Kilkenny County Council,Philip,Lonergan,R95F8WP,52.8350506,-7.172877,564442288,gaz.ias@eircom.net,primary
16208N,Scoil Náisíunta Naomh Feichín,Termonfeckin,Drogheda,Co. Louth,NULL,Louth,Louth County Council,Bryan,Collins,A92YN15,53.7581725,-6.2712171,419822589,office@scoilnaomhfeichin.ie,primary
16211C,TWO MILE BORRIS N S,TWO MILE BORRIS,THURLES,CO. TIPPERARY,NULL,Tipperary,Tipperary (Nr) County Council,Michael,Ryan,E41T868,52.6725745,-7.711433,50444466,office@scoilmochaomhog.ie,primary
16217O,AN BHREAC CHLUAIN B,ANNASCAUL,TRALEE,CO KERRY,NULL,Kerry,Kerry County Council,MAIRE,NI MHURCHU,V92T9P1,52.1534608,-10.0486323,669157436,breacchluainias@eircom.net,primary
16230G,S N LISNAFUNCHIN,Castlecomer,Co. Kilkenny,NULL,NULL,Kilkenny,Kilkenny County Council,Conor,Doyle,R95TKD2,52.7601228,-7.2409424,867930484,lisnafunchinschool@gmail.com,primary
16237U,DROMTRASNA N S,Dromtrasna National School,Dromtrasna North,Abbeyfeale,NULL,Limerick,Limerick County Council,ANNE,MARIE DOWNES,V94W5RC,52.3662596,-9.249518,6831822,dromtrasnans@gmail.com,primary
16239B,MEENKILLY N S,ABBEYFEALE,CO LIMERICK,NULL,NULL,Limerick,Limerick County Council,Kelley,Ní Airtnéada,V94CXH1,52.3849983,-9.3013897,6831631,marymeenkilly@gmail.com,primary
16242N,S N DUMHACH BEAG,Doaghbeg,Portalson,Co. Donegal,NULL,Donegal,Donegal County Council,Aideen,McGettigan,F92D597,999,999,749159311,doaghbegns@yahoo.ie,primary
16246V,DRUMCLUGH N S,Bantry,Co. Cork,NULL,NULL,Cork,Cork County Council,Bernadette,Collins,P75VA47,51.67737,-9.4401248,2750868,dromclough@gmail.com,primary
16249E,BELLURGAN N S,New Road,Bellurgan,Dundalk,NULL,Louth,Louth County Council,Dermot,McCoy,A91N288,54.0162685,-6.322516,429371479,principal@bellurganns.ie,primary
16250M,TEMPLETUOHY N S,Main Street,Templetuohy,Thurles,Co. Tipperary,Tipperary,Tipperary (Nr) County Council,Carmel,McDonnell,E41FX03,52.7874688,-7.7231704,50453175,holyfamilytempletuohy@gmail.com,primary
16259H,KILCOLMAN N S,Kilcolman,Enniskeane,NULL,NULL,Cork,Cork County Council,Freda,Mills,P47X526,51.7220483,-8.8549308,238839460,kilcolmanns@gmail.com,primary
16264A,ABBEYFEALE B N S 1,Church Street,Abbeyfeale,Co. Limerick,NULL,Limerick,Limerick County Council,Sean,Woulfe,V94DH96,52.3861131,-9.3019287,6831699,stmarysboys.ias@eircom.net,primary
16267G,ST PATRICKS BOYS NATIONAL SCHOOL,Donabate,Co. Dublin,NULL,NULL,Dublin,Fingal County Council,Brian,Horan,K36W309,53.4936968,-6.1352971,18436168,info@stpatsbns.ie,primary
16269K,KILLASSER NS,KILLASSER,SWINFORD,CO MAYO,NULL,Mayo,Mayo County Council,CLAIRE,GALLAGHER,F12AH68,53.9829199,-8.9580071,949251489,killasserschool@gmail.com,primary
16271U,WATERGRASSHILL N S,Watergrasshill,Co. Cork,NULL,NULL,Cork,Cork County Council,Pat,O'Brien,T56EW80,52.0089791,-8.3427938,214889163,office@watergrasshillns.ie,primary
16276H,CARRIG N S,Ballycommon,Nenagh,Co. Tipperary,NULL,Tipperary,Tipperary (Nr) County Council,Margaret,Halloran,E45P227,52.8937827,-8.2518751,6724355,carrigns1@gmail.com,primary
16279N,SCOIL CHOLUIM,Ballyheerin,Fanad,Letterkenny,Co. Donegal,Donegal,Donegal County Council,Leanne,Duffy,F92ND30,55.1961996,-7.7272201,749159526,info@ballyheerinschool.ie,primary
16281A,SN NAOMH GOBNAIT,BAILE AN FHEIRTÉARAIGH,TRÁ LÍ,CO CHIARRAI,NULL,Kerry,Kerry County Council,MALACHAÍ,MAC AMHLAOIBH,V92NY00,52.16615,-10.40599,669156411,scoildhunchaoin.ias@gmail.com,primary
16283E,S N POL A TSOMAIS,Pol a tSomais,Béal an Átha,Co. Mhaigh Eo,NULL,Mayo,Mayo County Council,Aisling,Nic Aindriú,F26WD26,54.1149482,-9.1550693,9784573,pullathomasns@gmail.com,primary
16286K,CARRIGBOY N S,DURRUS,BANTRY,CO CORK,NULL,Cork,Cork County Council,MICHAEL,CRONIN,P75FH76,51.6222045,-9.5236502,2761399,carrigboyns.ias@eircom.net,primary
16289Q,ST JOHNS N S,CARROWMORE,SWINFORD,CO MAYO,NULL,Mayo,Mayo County Council,MISS,MARIE FALLON,F12CX29,54.0028494,-8.9611539,719181435,carramorens.ias@eircom.net,primary
16291D,CLOONCAGH N S,Clooncagh,Stokestown,Co. Roscommon,NULL,Roscommon,Roscommon County Council,Feena,Beirne,F42V580,53.7160138,-8.1032167,719633253,clooncaghschool@gmail.com,primary
16293H,S N CILL RICHILL,BAILE LOCHA RIABHACH,CO NA GAILLIMHE,NULL,NULL,Galway,Galway County Council,Mr,Colm Gibbons,H62KC82,54.3718251,-6.5513049,91843363,kilricklens@gmail.com,primary
16302F,ST BRIGIDS N S,Ballysax Little,Curragh,Co. Kildare,NULL,Kildare,Kildare County Council,Esther,Reddy,R56E782,53.122117,-6.830985,45441829,ballysaxns@gmail.com,primary
16304J,MILLTOWNPASS N S,MILLTOWNPASS,CO WESTMEATH,NULL,NULL,Westmeath,Westmeath County Council,Pauline,O Hara,N91D792,53.4426539,-7.2481559,449222512,milltownpassns@gmail.com,primary
16311G,GRAIG NA MANACH BUAC,GRAIGNAMANAGH,CO KILKENNY,NULL,NULL,Kilkenny,Kilkenny County Council,Jennifer,Barron,R95Y971,52.5415402,-6.9555948,599724454,graigboysschool@gmail.com,primary
16316Q,ST MARYS N S,Drumalt,Arva,Co. Cavan,NULL,Cavan,Cavan County Council,Edel,Cadam,H12XT66,53.9214697,-7.5798135,494335560,stmarysarva@gmail.com,primary
16319W,Castleblayney Convent Infants National School,Laurel Hill,Castleblayney,Co. Monaghan,NULL,Monaghan,Monaghan County Council,Veronica,Trehy,A75KC57,54.1196376,-6.7429036,429740517,secretary@conventjuniorschool.ie,primary
16332O,ST PATRICKS SNR MIXED,Beau Piers Lane,Skerries,Co. Dublin,NULL,Dublin,Fingal County Council,Michelle,Keane,K34X751,53.5783514,-6.1109148,18490945,stpatsskerries@gmail.com,primary
16333Q,ST PATRICKS JNR MIXED,Beau Piers,Skerries,Co. Dublin,NULL,Dublin,Fingal County Council,Máire,Ní Chroínín,K34D799,53.5783514,-6.1109148,18490836,admin@stps.ie,primary
16334S,St. Bride's N.S.,Ballintubber,Castlerea,Co. Roscommon,NULL,Roscommon,Roscommon County Council,Nuala,Sharkey,F45RR67,53.7185895,-8.4094379,949655276,stbridesns@gmail.com,primary
16335U,RYLANE N S,RYLANE,CO CORK,NULL,NULL,Cork,Cork County Council,BRIAN,REIDY,P32FD99,51.9805303,-8.8374256,217339143,rylanens3@gmail.com,primary
16339F,S N IOSEF NAOFA,Mardyke Walk,Cork,NULL,NULL,Cork,Cork City Council,Roseanne,Neville,T12YY07,51.8951579,-8.4958679,214274549,infojoes@gmail.com,primary
16340N,BALLINAGORE MIXED N S,Ballinagore,Kilbeggan,Co. Westmeath,NULL,Westmeath,Westmeath County Council,Gillian,McBride,N91XF57,53.4087944,-7.4605761,579332165,school.ballinagore@gmail.com,primary
16344V,ST MARYS JNR B N S,St Flannan Street,Nenagh,Co. Tipperary,NULL,Tipperary,Tipperary (Nr) County Council,John,Gunnell,E45W880,52.8673887,-8.1988301,6732005,stmarysjuniorboys@gmail.com,primary
16345A,SCOIL BHRÍDE,Nurney,Co. Kildare,NULL,NULL,Kildare,Kildare County Council,Vinny,Thorpe,R51YC66,53.0949091,-6.9482711,45526767,sbnurney@gmail.com,primary
16349I,S N AN DROIM MOR,An Droim Mór,Killygordeon,Lifford,Co. Donegal,Donegal,Donegal County Council,Mary,K McGranaghan,F93A275,54.7968309,-7.6835354,749149455,dromorekillygordon@gmail.com,primary
16352U,ST BRIGIDS BOYS N S,Mart Lane,Foxrock,Dublin 18,NULL,Dublin,Dun Laoghaire Rathdown,Fiona,Griffin,D18W406,53.2690826,-6.1692725,12893199,principal@stbrigids.ie,primary
16353W,ST BRIGIDS GIRLS N S,The Park,Cabinteely,Dublin 18,NULL,Dublin,Dun Laoghaire Rathdown,Aedeen,Sweeney,D18TN66,53.2618045,-6.1623216,12847422,scoilbride@eircom.net,primary
16357H,S N FHIONNTRA,Fintra,Killybegs,Co. Donegal,NULL,Donegal,Donegal County Council,Emma,McGinty,F94PX38,54.6347625,-8.4547084,749731668,info@fintrans.ie,primary
16375J,FROSSES N S,Frosses,Co. Donegal,NULL,NULL,Donegal,Donegal County Council,Charles,Keeney,F94PH26,54.669309,-8.2437191,749736514,frossesschool@gmail.com,primary
16377N,St Marys National School,"Orilia Terrace,",Cobh,Co. Cork,NULL,Cork,Cork County Council,Fiona,O'Callaghan,P24FR98,51.8545815,-8.2952252,214812038,office@stmarysnscobh.com,primary
16379R,VALLEY N S,Dugort,Achill,Co. Mayo,NULL,Mayo,Mayo County Council,Katie,Keane,F28HY27,44.6819866,-63.744311,9847303,valleysecretary18@gmail.com,primary
16384K,SN ARAINN MHOR II,Arainn Mhór,Co. Dhún na nGall,NULL,NULL,Donegal,Donegal County Council,Gráinne,Ní Cnáimhsí,F92AE75,54.9874345,-8.5350585,749520117,scoilathphoirt@gmail.com,primary
16390F,SCOIL BHRIDE,Killeshandra,Co. Cavan,NULL,NULL,Cavan,Cavan County Council,Sarah,Hilliard (Ginty),H12P738,54.0067667,-7.5261516,494334886,killeshandrans@eircom.net,primary
16396R,BOHERBUE N S,Boherbue,Co. Cork,NULL,NULL,Cork,Cork County Council,Marie,Casey,P51RY99,52.1580452,-9.0720722,879644553,office@boherbuens.ie,primary
16406R,BENNETTSBRIDGE NATIONAL SCHOOL,BENNETTSBRIDGE,KILKENNY,CO KILKENNY,NULL,Kilkenny,Kilkenny County Council,Sheila,Aylward,R95R280,52.5921948,-7.1824403,567727553,bennettsbridgens@gmail.com,primary
16409A,ST MARYS N S,BALLYGARRETT,GOREY,CO WEXFORD,NULL,Wexford,Wexford County Council,MR,NIALL MADDEN,Y25AE64,52.572274,-6.2270128,539427196,principal@bgns.ie,primary
16410I,BALLINDERRY N S,Cummer,Tuam,Co. Galway,NULL,Galway,Galway County Council,Dawn,Walsh,H54PX07,53.4485489,-8.8226624,9341670,info@ballinderryns.ie,primary
16427C,CLONOWN N S,Athlone,Co. Roscommon,NULL,NULL,Roscommon,Roscommon County Council,Fiona,O'Neill,N37E0W0,53.3662488,-7.9332688,906437448,clonownns@gmail.com,primary
16430O,Owning National School,PILTOWN,CO KILKENNY,NULL,NULL,Kilkenny,Kilkenny County Council,MR,PATRICK GORMAN,E32DX43,52.3872121,-7.3437392,51643628,owningns1@eircom.net,primary
16431Q,S N OILIBEAR BEANNAITHE,Stonetown,Dundalk,Co. Louth,NULL,Louth,Louth County Council,Aileen,McCusker,A91X923,53.9645958,-6.5996852,429374883,stown.ias@gmail.com,primary
16435B,ST CIARANS MIXED N S,Boher,Ballycumber,Co. Offaly,NULL,Offaly,Offaly County Council,Anne,Donline,R35P448,53.3251503,-7.7266902,579336351,stciaransboher@outlook.ie,primary
16439J,SCOIL NA MBEARNAN,PALLASAGREEN,CO LIMERICK,NULL,NULL,Limerick,Limerick County Council,SANDRA,O'DWYER,V94P6Y6,52.5090517,-8.7474955,61384481,barnaschoolpallasgreen@gmail.com,primary
16443A,SCOIL PADRAIG NAOFA B,DUBLIN ROAD,LIMERICK,NULL,NULL,Limerick,Limerick City Council,ANTHONY,LIDDANE,V94NX84,52.6641072,-8.6065096,61412913,principal@stpatricksboysns.com,primary
16444C,SCOIL PADRAIG NAOFA C,Dublin Road,Limerick,NULL,NULL,Limerick,Limerick City Council,Donal,O'Gorman,V94X3W6,52.6641072,-8.6065096,61417119,stpatricksgnslk@gmail.com,primary
16445E,ST PATRICKS NS,Boneyarrow,Clogh,Castlecomer,Co. Kilkenny,Kilkenny,Kilkenny County Council,Margaret,Keane,R95YP5W,52.8050385,-7.21029,564442374,cloghschool@gmail.com,primary
16456J,SCOIL NAISIUNTA EIRC,Baile an Mhóraigh,Trá Lí,Co. Chiarraí,NULL,Kerry,Kerry County Council,Aine,de Londra,V92W592,51.9139625,-8.3418162,669155274,scoilnaomheirc2@gmail.com,primary
16458N,INVER N S,INVER,CO DONEGAL,NULL,NULL,Donegal,Donegal County Council,MS,WENDY BOYD,F94HE42,54.6529445,-8.2737608,749736438,inverns1914@gmail.com,primary
16461C,CAISLEAIN NUA LIAMHNA,Main Street,Newcastle,Co. Dublin,NULL,Dublin,South Dublin County Council,Jonathan,Loftus,D22A388,53.3016274,-6.5270503,14580114,info@stfiniansprimaryschool.ie,primary
16464I,CASTLEBLAKENEY N S,Castleblakeney,Ballinasloe,Co. Galway,NULL,Galway,Galway County Council,Anna,Maher,H53Y650,53.4323155,-8.4748316,909678433,gallachns@hotmail.com,primary
16469S,ST NICHOLAS MONASTERY NS,PHILIP STREET,DUNDALK,CO LOUTH,NULL,Louth,Louth County Council,LISA,JONES,A91X223,54.008468,-6.4015653,429334920,stnicholasmonasteryns@gmail.com,primary
16471F,ST DAVADOGS N S,Tamney,Letterkenny,Co. Donegal,NULL,Donegal,Donegal County Council,Deirdre,McDevitt,F92XH92,55.2035141,-7.6857986,749159527,tamneyns@gmail.com,primary
16474L,CARRIGALLEN N S,Longford Road,Carrigallen,Co. Leitrim,NULL,Leitrim,Leitrim County Council,Alan,O'Ceallaigh,H12HK79,53.9772,-7.6458,494339929,carrigallenns@gmail.com,primary
16485Q,ST BRENDANS MIXED N S,Huggsintown,Co. Kilkenny,NULL,NULL,Kilkenny,Kilkenny County Council,Margo,Brennan,R95A394,52.4700626,-7.2621364,567768919,18sbns@gmail.com,primary
