,Roll Number,Official School Name,Address 1,Address 2,Address 3,Address 4,County,Local Authority,Eircode,Principal Name,Email,Phone,DEIS (Y/N),Gaeltacht Area Location (Y/N),Island Location (Y/N),Fee Paying School (Y/N),Pupil Attendance Type,School Gender - Post Primary,Irish Classification - Post Primary,Post Primary School Type,Ethos/Religion,FEMALE,MALE,TOTAL (2019-20),School,Unnamed: 0,FullAddress,Latitude,Longitude
224,63130R,Colaiste Chroi Mhuire,An Spideal,Co Na Gaillimhe,,,Galway,Galway County Council,H91V963,MS. TRIONA UI MHURCHU,colaistechroimhuire@gmail.com,091553113,N,Y,N,N,Day,Mixed,All pupils taught all subjects through Irish,Secondary,CATHOLIC,109.0,122.0,231,"Colaiste Chroi Mhuire, An Spideal, Co Na Gaillimhe",224,"Bohoona East, Spiddal, Co. Galway, Ireland",53.2437593,-9.3074602
225,63160D,St. Brigid's School,Convent Of Mercy,Tuam,Co. Galway,,Galway,Galway County Council,H54F202,MR. GEAROID FRANCIS LEEN,gleen@mercytuam.com,09324199,N,N,N,N,Day,Girls,No subjects taught through Irish,Secondary,CATHOLIC,404.0,,404,"St. Brigid's School, Convent Of Mercy, Tuam",225,"Dublin Rd, Townparks (3rd Division), Tuam, Co. Galway, H54 F202, Ireland",53.5128392,-8.8478484
226,63170G,Presentation College,Currylea,Tuam,Co Galway,,Galway,Galway County Council,H54V260,MS. NEASA COSGROVE,prescurrylea@gmail.com,09324575,N,N,N,N,Day,Girls,No subjects taught through Irish,Secondary,CATHOLIC,434.0,,434,"Presentation College, Currylea, Tuam",226,"Currylea, Tuam, Co. Galway, H54 V260, Ireland",53.5179802,-8.8490486
227,63171I,Mercy College,Woodford,Loughrea,Co. Galway,,Galway,Galway County Council,H62N968,MS. LORETO CANNING,admin@mercycollegewoodford.ie,0909749076,N,N,N,N,Day,Mixed,No subjects taught through Irish,Secondary,CATHOLIC,69.0,79.0,148,"Mercy College, Woodford, Loughrea",227,"Woodford, Bolag, Woodford, Co. Galway, Ireland",53.0488882,-8.3971015
228,63190M,Marist College,Retreat Road,Athlone,Co. Westmeath,,Westmeath,Westmeath County Council,N37RX31,MR. MICHAEL DERMODY,principal@maristathlone.net,0906474491,N,N,N,N,Day,Boys,No subjects taught through Irish,Secondary,CATHOLIC,,485.0,485,"Marist College, Retreat Road, Athlone",228,"Retreat Rd, Cannonsfield, Athlone, Co. Westmeath, Ireland",53.4250057,-7.925893899999998
229,63210P,Our Lady's Bower,Retreat Rd.,Athlone,Co Westmeath,,Westmeath,Westmeath County Council,N37TR58,MR. NOEL CASEY,contact@ourladysbower.com,0906474777,N,N,N,N,Day,Girls,No subjects taught through Irish,Secondary,CATHOLIC,708.0,,708,"Our Lady's Bower, Retreat Rd., Athlone",229,"Retreat Rd, Aghacocara, Athlone, Co. Westmeath, Ireland",53.4225836,-7.9220011
230,63221U,Meán Scoil an Chlochair,Kilbeggan,Co. Westmeath,,,Westmeath,Westmeath County Council,N91K123,MR. GARRETT FARRELL,info@mercykilbeggan.ie,0579332292,N,N,N,N,Day,Mixed,No subjects taught through Irish,Secondary,CATHOLIC,294.0,302.0,596,"Meán Scoil an Chlochair, Kilbeggan, Co. Westmeath",230,"Kilbeggan, Co. Westmeath, Ireland",53.3675844,-7.4931893
231,63270K,"Colaiste Mhuire,",Mullingar,Co. Westmeath,,,Westmeath,Westmeath County Council,N91AT04,MR. MALACHY FLANAGAN,reception@cbsmullingar.ie,0449344743,N,N,N,N,Day,Mixed,No subjects taught through Irish,Secondary,CATHOLIC,20.0,766.0,786,"Colaiste Mhuire,, Mullingar, Co. Westmeath",231,"College St, Commons, Mullingar, Co. Westmeath, N91 AT04, Ireland",53.527257,-7.3468931
232,63280N,St Finian's College,Mullingar,Co. Westmeath,,,Westmeath,Westmeath County Council,N91H593,MR. JOHN MCHALE,info@stfinianscollege.ie,0449348672,N,N,N,N,Day,Mixed,No subjects taught through Irish,Secondary,CATHOLIC,396.0,418.0,814,"St Finian's College, Mullingar, Co. Westmeath",232,"Longford Rd, Ballyglass, Mullingar, Co. Westmeath, Ireland",53.5391773,-7.3554597
233,63290Q,Loreto College,Mullingar,Co Westmeath,,,Westmeath,Westmeath County Council,N91PX98,MS. MARIA BELL,info@loretomullingar.com,0449342055,N,N,N,N,Day,Girls,No subjects taught through Irish,Secondary,CATHOLIC,852.0,,852,"Loreto College, Mullingar, Co Westmeath",233,"Harbour Rd, Commons, Mullingar, Co. Westmeath, N91 PX98, Ireland",53.5297874,-7.346506000000001
234,63300Q,Wilson's Hospital School,Multyfarnham,Co Westmeath,,,Westmeath,Westmeath County Council,N91AX97,MS. NIAMH WHITE,reception@whs.ie,0449371115,N,N,N,N,Mixed,Mixed,No subjects taught through Irish,Secondary,CHURCH OF IRELAND,206.0,197.0,403,"Wilson's Hospital School, Multyfarnham, Co Westmeath",234,"Heathland, Co. Westmeath, N91 AX97, Ireland",53.61261529999999,-7.418688400000001
235,63310T,St Joseph's Secondary School,Rochfortbridge,Co. Westmeath,,,Westmeath,Westmeath County Council,N91XV56,MRS. EILEEN ALFORD,office@mercyrochfortbridge.ie,0449222176,N,N,N,N,Day,Mixed,No subjects taught through Irish,Secondary,CATHOLIC,452.0,443.0,895,"St Joseph's Secondary School, Rochfortbridge, Co. Westmeath",235,"Castlelost Road, Castlelost, Rochfortbridge, Co. Westmeath, Ireland",53.41407179999999,-7.302465300000001
236,63430G,St. Mary's C.B.S.,Borris Road,Portlaoise,Co. Laois,,Laois,Laois County Council,R32C923,MRS. MAURA MURPHY,mmurphy@portlaoisecbs.com,0578635041,N,N,N,N,Day,Boys,No subjects taught through Irish,Secondary,CATHOLIC,,816.0,816,"St. Mary's C.B.S., Borris Road, Portlaoise",236,"Borris Rd, Ratheven, Portlaoise, Co. Laois, Ireland",53.0499161,-7.279241
237,63451O,Scoil Chriost Ri,Presentation Secondary School,Borris Road,Portlaoise,Co Laois,Laois,Laois County Council,R32TK70,MISS HELEN O'DONNELL,office@scrpl.ie,0578668002,N,N,N,N,Day,Girls,No subjects taught through Irish,Secondary,CATHOLIC,950.0,,950,"Scoil Chriost Ri, Presentation Secondary School, Borris Road",237,"Borris Rd, Ratheven, Portlaoise, Co. Laois, Ireland",53.0487946,-7.2801655
238,63550Q,F.C.J. Secondary School,Bunclody,Enniscorthy,Co Wexford,,Wexford,Wexford County Council,Y21K284,MR. BRENDAN PATRICK DALY,office@fcjbunclody.ie,0539377308,N,N,N,N,Day,Mixed,No subjects taught through Irish,Secondary,CATHOLIC,487.0,447.0,934,"F.C.J. Secondary School, Bunclody, Enniscorthy",238,"Bunclody, Ballinapark, Enniscorthy, Co. Wexford, Ireland",52.6565276,-6.646004
239,63560T,St. Mary's C.B.S.,Mill Park Road,Enniscorthy,Co Wexford,,Wexford,Wexford County Council,Y21YK35,MR. JOHN RYAN,admin@cbsenniscorthy.ie,0539234330,N,N,N,N,Day,Boys,No subjects taught through Irish,Secondary,CATHOLIC,,692.0,692,"St. Mary's C.B.S., Mill Park Road, Enniscorthy",239,"Mill Park Rd, Enniscorthy, Co. Wexford, Ireland",52.49736040000001,-6.5690937
240,63570W,Coláiste Bríde,Enniscorthy,Co Wexford,,,Wexford,Wexford County Council,Y21EF82,MS. CATHERINE KIERA O'SULLIVAN,office@colaistebride.ie,0539234245,N,N,N,N,Day,Girls,No subjects taught through Irish,Secondary,CATHOLIC,719.0,,719,"Coláiste Bríde, Enniscorthy, Co Wexford",240,"The Shannon, Templeshannon, Enniscorthy, Co. Wexford, Ireland",52.50187159999999,-6.5612254
241,63600F,Christian Brothers Secondary School,Mountgarrett,New Ross,Co Wexford,,Wexford,Wexford County Council,Y34WR12,MR. PATRICK J. ROSSITER,cbsnewrossinfo@eircom.net,051421384,N,N,N,N,Day,Mixed,No subjects taught through Irish,Secondary,CATHOLIC,118.0,253.0,371,"Christian Brothers Secondary School, Mountgarrett, New Ross",241,"Mountgarrett Ln, Craywell, New Ross, Co. Wexford, Ireland",52.3989956,-6.9390784
242,63610I,Good Counsel College,New Ross,Co Wexford,,,Wexford,Wexford County Council,Y34R297,MR. MARK EDWARD O'BRIEN,info@goodcounselcollege.ie,051421182,N,N,N,N,Day,Boys,No subjects taught through Irish,Secondary,CATHOLIC,,820.0,820,"Good Counsel College, New Ross, Co Wexford",242,"Bosheen St, Reddysland, New Ross, Co. Wexford, Ireland",52.3960173,-6.9313993
243,63620L,St. Mary's Secondary School,Irishtown,New Ross,,,Wexford,Wexford County Council,Y34XR63,MR. JOHN MICHAEL PORTER,stmarysnewrossinfo@gmail.com,051421637,N,N,N,N,Day,Girls,No subjects taught through Irish,Secondary,CATHOLIC,615.0,,615,"St. Mary's Secondary School, Irishtown, New Ross",243,"Irishtown, Morrissysland, New Ross, Co. Wexford, Ireland",52.3995627,-6.9307021
244,63630O,Our Lady of Lourdes Secondary School,Rosbercon,New Ross,Co Wexford,,Wexford,Wexford County Council,Y34FT82,MISS ANTONIO ORMOND,ololsecretary@gmail.com,051422177,N,N,N,N,Day,Girls,No subjects taught through Irish,Secondary,CATHOLIC,296.0,,296,"Our Lady of Lourdes Secondary School, Rosbercon, New Ross",244,"Co. Wexford7, 7 Upper, Upper Rosbercon, Thomastown Rd, Rosbercon, New Ross, Co. Wexford, Y34 FT82, Ireland",52.3985154,-6.9530036
245,63640R,Christian Brothers Secondary School,Thomas St,Wexford,,,Wexford,Wexford County Council,Y35XV02,MR. MICHAEL B MCMAHON,admin@wexfordscbs.ie,0539141391,N,N,N,N,Day,Boys,No subjects taught through Irish,Secondary,CATHOLIC,,662.0,662,"Christian Brothers Secondary School, Thomas St, Wexford",245,"Thomas St, Slippery Green, Wexford, Ireland",52.333357,-6.4650908
246,63650U,St Peter's College,Secondary School,Summerhill,Wexford,,Wexford,Wexford County Council,Y35P8WT,MR. ROBERT O'CALLAGHAN,info@stpeterscollege.ie,0539142071,N,N,N,N,Day,Boys,No subjects taught through Irish,Secondary,CATHOLIC,,776.0,776,"St Peter's College, Secondary School, Summerhill",246,"2641 John F. Kennedy Blvd, Jersey City, NJ 07306, USA",40.7272231,-74.0715029
247,63660A,Loreto Secondary School,Pembroke Hill,Ballynagee,Wexford.,,Wexford,Wexford County Council,Y35WT28,MR. WILLIAM O'SHEA,principal@loretowexford.com,0539146162,N,N,N,N,Day,Girls,No subjects taught through Irish,Secondary,CATHOLIC,808.0,,808,"Loreto Secondary School, Pembroke Hill, Ballynagee",247,"Pembroke Hill, Ballynagee, Wexford, Co. Wexford, Ireland",52.3226218,-6.4854942
248,63661C,Presentation Secondary School,Grogan's Road,Co. Wexford,Y35 XV70,,Wexford,Wexford County Council,Y35XV70,MR. WILLIAM RYAN,generaloffice@preswex.ie,0539124133,N,N,N,N,Day,Girls,No subjects taught through Irish,Secondary,CATHOLIC,823.0,,823,"Presentation Secondary School, Grogan's Road, Co. Wexford",248,"Grogan's Rd, Slippery Green, Wexford, Co. Wexford, Y35 XV70, Ireland",52.3358143,-6.4644837
249,63710M,Mercy Secondary School,Ballymahon,Co Longford,,,Longford,Longford County Council,N39P8C5,MISS JOSEPHINE DONOGHUE,info@mercyballymahon.ie,0906432267,N,N,N,N,Day,Mixed,No subjects taught through Irish,Secondary,CATHOLIC,353.0,315.0,668,"Mercy Secondary School, Ballymahon, Co Longford",249,"Ballymahon, Co. Longford, Ireland",53.56599300000001,-7.767396199999999
250,63730S,Cnoc Mhuire,Granard,Co. Longford,,,Longford,Longford County Council,N39D450,MS. PAULINE MCBRIEN,office@cnocmhuiregranard.ie,0436686231,N,N,N,N,Day,Mixed,No subjects taught through Irish,Secondary,CATHOLIC,229.0,196.0,425,"Cnoc Mhuire, Granard, Co. Longford",250,"Rathcronan, Granard, Co. Longford, Ireland",53.780259,-7.488388
251,63750B,St. Mel's College,Longford,Co. Longford,,,Longford,Longford County Council,N39XP92,MR. DECLAN ROWLEY,stmels@stmelscollege.ie,0433346469,N,N,N,N,Day,Boys,No subjects taught through Irish,Secondary,CATHOLIC,,548.0,548,"St. Mel's College, Longford, Co. Longford",251,"St Mel's Rd, Deanscurragh, Longford, Ireland",53.7289198,-7.7937244
252,63760E,Meán Scoil Muire,5 St. Joseph's Road,Longford Town,Co. Longford,,Longford,Longford County Council,N39H6R2,MS. AOIFE MULRENNAN,info@scoilmhuirelongford.ie,0433346608,N,N,N,N,Day,Girls,No subjects taught through Irish,Secondary,CATHOLIC,558.0,,558,"Meán Scoil Muire, 5 St. Joseph's Road, Longford Town",252,"5 St Joseph's Rd, Deanscurragh, Longford, Ireland",53.7254726,-7.7956046
253,63840C,St. Joseph's C.B.S.,Newfoundwell Rd,Drogheda,Co Louth,,Louth,Louth County Council,A92EC62,MR. PAUL MICHAEL SAVAGE,cbsoff2015@gmail.com,0419837232,N,N,N,N,Day,Boys,No subjects taught through Irish,Secondary,CATHOLIC,,785.0,785,"St. Joseph's C.B.S., Newfoundwell Rd, Drogheda",253,"Newfoundwell Rd, Greenbatter, Drogheda, Co. Louth, Ireland",53.7242161,-6.331204899999999
254,63841E,St Mary's Diocesan School,Beamore Road,Drogheda,Co. Louth,,Louth,Louth County Council,A92TF24,MR. CIARAN FRANCIS O'HARE,office@stmarysds.ie,0419837581,N,N,N,N,Day,Boys,No subjects taught through Irish,Secondary,CATHOLIC,,837.0,837,"St Mary's Diocesan School, Beamore Road, Drogheda",254,"Beamore Rd, Lagavooren, Drogheda, Co. Louth, Ireland",53.70851070000001,-6.3473845
255,63850F,Our Lady's College,Greenhills,Drogheda,Co. Louth,,Louth,Louth County Council,A92VP28,MRS. GERALDINE MULVIHILL,office@ourladys.ie,0419831219,N,N,N,N,Day,Girls,No subjects taught through Irish,Secondary,CATHOLIC,934.0,,934,"Our Lady's College, Greenhills, Drogheda",255,"Greenhills, Drogheda, Co. Louth, Ireland",53.7202731,-6.3269481
256,63860I,Sacred Heart Secondary School,Sunnyside,Drogheda,Co Louth,,Louth,Louth County Council,A92K796,MRS. LEONI CARROLL,mhoey@sacredheart.ie,0419837812,N,N,N,N,Day,Girls,No subjects taught through Irish,Secondary,CATHOLIC,648.0,,648,"Sacred Heart Secondary School, Sunnyside, Drogheda",256,"Sunnyside, Drogheda, Co. Louth, Ireland",53.7112734,-6.343114
257,63870L,Drogheda Grammar School,Mornington Road,Drogheda,Co Louth,,Louth,Louth County Council,A92D9KF,MR. HUGH BAKER,info@droghedagrammarschool.ie,0419838281,N,N,N,Y,Day,Mixed,No subjects taught through Irish,Secondary,QUAKER,170.0,219.0,389,"Drogheda Grammar School, Mornington Road, Drogheda",257,"Mornington Rd, Stameen, Drogheda, Co. Meath, Ireland",53.7185462,-6.303513400000001
258,63880O,Colaiste Rís,Sraid an tSéipéil,Dún Dealgan,Co Lú,,Louth,Louth County Council,A91N798,Pádraig Hamill,colris@eircom.net,0429334336,N,N,N,N,Day,Mixed,Some pupils taught all subjects through Irish,Secondary,CATHOLIC,201.0,426.0,627,"Colaiste Rís, Sraid an tSéipéil, Dún Dealgan",258,"46 Clanbrassil St, Townparks, Dundalk, Co. Louth, A91 F882, Ireland",54.0074434,-6.401475599999999
259,63890R,St Mary's College,"St.Marys College,","St. Marys Road,",Dundalk,Co.Louth,Louth,Louth County Council,A91W838,MR. ALAN GERARD CRAVEN,office@maristdundalk.ie,0429339977,N,N,N,N,Day,Mixed,No subjects taught through Irish,Secondary,CATHOLIC,285.0,455.0,740,"St Mary's College, St.Marys College,, St. Marys Road,",259,"1928 St Marys Rd, Moraga, CA 94575, USA",37.8413472,-122.1101354
260,63891T,De La Salle College,Castleblayney Road,Dundalk,Co. Louth,,Louth,Louth County Council,A91FC91,MISS PATRICIA DONOHOE,secretary@delasalle.ie,0429331179,N,N,N,N,Day,Mixed,No subjects taught through Irish,Secondary,CATHOLIC,2.0,662.0,664,"De La Salle College, Castleblayney Road, Dundalk",260,"Castleblayney Road, Castletown, Dundalk, Co. Louth, Ireland",54.0164969,-6.4277799
261,63900R,St Vincent's Secondary School,Seatown Place,Dundalk,Co. Louth,,Louth,Louth County Council,A91EW81,MRS. DEIRDRE MATTHEWS,office@stv.ie,0429332790,N,N,N,N,Day,Girls,No subjects taught through Irish,Secondary,CATHOLIC,928.0,,928,"St Vincent's Secondary School, Seatown Place, Dundalk",261,"Seatown Pl, Marshes Lower, Dundalk, Co. Louth, Ireland",54.005274,-6.391833999999999
262,63910U,St Louis Secondary School,Dun Lughaidh,Dundalk,Co Louth,,Louth,Louth County Council,A91AE65,MRS. LORRAINE MARCELLA QUIGLEY,info@stlouisdundalk.ie,0429334474,N,N,N,N,Day,Girls,No subjects taught through Irish,Secondary,CATHOLIC,459.0,,459,"St Louis Secondary School, Dun Lughaidh, Dundalk",262,"Castletown Rd, Castletown, Dundalk, Co. Louth, Ireland",54.0170012,-6.426256400000001
263,63920A,Dundalk Grammar School,The Crescent,Dundalk,Co Louth,,Louth,Louth County Council,A91FH00,MR. JONATHAN GRAHAM,records@dgs.ie,0429334459,N,N,N,Y,Mixed,Mixed,No subjects taught through Irish,Secondary,CHURCH OF IRELAND,229.0,328.0,557,"Dundalk Grammar School, The Crescent, Dundalk",263,"The Crescent, Cambrickville, Dundalk, Co. Louth, Ireland",53.9986444,-6.4088736
264,64130W,Scoil Pól,Kilfinane,Co. Limerick,,,Limerick,Limerick County Council,V35YH27,MR. MICHAEL O'HARA,secretary@scoilpol.ie,06391197,N,N,N,N,Day,Mixed,No subjects taught through Irish,Secondary,CATHOLIC,255.0,254.0,509,"Scoil Pól, Kilfinane, Co. Limerick",264,"Kilfinnane, Kilfinane, Co. Limerick, Ireland",52.3616468,-8.472034899999999
265,64150F,Glenstal Abbey School,Murroe,Co Limerick,,,Limerick,Limerick County Council,V94HC84,MS. CARMEL ANN HONAN,administration@glenstal.com,061621010,N,N,N,Y,Mixed,Boys,No subjects taught through Irish,Secondary,CATHOLIC,,228.0,228,"Glenstal Abbey School, Murroe, Co Limerick",265,"Glenstal Abbey, Murroe, Co. Limerick, V94 HC84, Ireland",52.6606116,-8.388956499999999
266,64170L,Scoil Mhuire & Íde,Newcastle West,Co Limerick,,,Limerick,Limerick County Council,V42RT27,MISS JULIA MARIE MAHONEY,khayes@smincw.ie,06962443,N,N,N,N,Day,Mixed,No subjects taught through Irish,Secondary,CATHOLIC,343.0,366.0,709,"Scoil Mhuire & Íde, Newcastle West, Co Limerick",266,"Green Ln, Carlow, Ireland",52.8381735,-6.9229213
267,64180O,Salesian Secondary College,Don Bosco Road,Pallaskenry,Co Limerick,,Limerick,Limerick County Council,V94WP86,MS. CAITRIONA MORGAN-O'BRIEN,secretary@salesiancollege.ie,061393105,N,N,N,N,Day,Mixed,No subjects taught through Irish,Secondary,CATHOLIC,377.0,331.0,708,"Salesian Secondary College, Don Bosco Road, Pallaskenry",267,"Don Bosco Road, Ballydoole, Pallaskenry, Co. Limerick, V94 WP86, Ireland",52.6475376,-8.8577807
268,64200R,Colaiste Mhichil,Sexton Street,Limerick,,,Limerick,Limerick City Council,V94NF25,MR. DENIS O CONNOR,info@cbssextonstreet.ie,061416628,Y,N,N,N,Day,Boys,No subjects taught through Irish,Secondary,CATHOLIC,,330.0,330,"Colaiste Mhichil, Sexton Street, Limerick",268,"Sexton St, Limerick, V94 NF25, Ireland",52.6588659,-8.6223226
269,64201T,Ardscoil Ris,North Circular Rd,Limerick,,,Limerick,Limerick City Council,V94V602,MR. THOMAS EDWARD PRENDERGAST,asroffice@eircom.net,061453828,N,N,N,N,Day,Boys,No subjects taught through Irish,Secondary,CATHOLIC,,752.0,752,"Ardscoil Ris, North Circular Rd, Limerick",269,"Ardscoil Rís, N Circular Rd, Limerick, Co. Limerick, V94 V602, Ireland",52.665479,-8.6408913
270,64220A,St Clements College,Laurel Hill Avenue,South Circular Road,Limerick,,Limerick,Limerick City Council,V94HP44,MR. PATRICK J TALTY,admin@stclements.ie,061315878,N,N,N,N,Day,Boys,No subjects taught through Irish,Secondary,CATHOLIC,,505.0,505,"St Clements College, Laurel Hill Avenue, South Circular Road",270,"Laurel Hill Avenue, South Circular Road, Limerick, Ireland",52.65570940000001,-8.6382446
271,64240G,St Munchin's College,Corbally,Limerick,,,Limerick,Limerick City Council,V94HXW5,MR. THOMAS DAVID QUILTER,stmunchins@eircom.net,061348922,N,N,N,N,Day,Boys,No subjects taught through Irish,Secondary,CATHOLIC,,656.0,656,"St Munchin's College, Corbally, Limerick",271,"Corbally Rd, Limerick, Ireland",52.6820057,-8.614065799999999
272,64250J,Coláiste Nano Nagle,Sexton Street,Limerick,,,Limerick,Limerick City Council,V94YW24,MS. SINEAD MOLONEY,office@cnnlimerick.ie,061410390,Y,N,N,N,Day,Mixed,No subjects taught through Irish,Secondary,CATHOLIC,324.0,,324,"Coláiste Nano Nagle, Sexton Street, Limerick",272,"20 Sexton St, Limerick, V94 R5P8, Ireland",52.6601486,-8.6218387
273,64260M,Laurel Hill Secondary School FCJ,Laurel Hill Secondary School FCJ,South Circular Road,Limerick,,Limerick,Limerick City Council,V94D2Y5,MR. MICHAEL CREGAN,principal@laurelhillfcj.ie,061319383,N,N,N,N,Day,Girls,No subjects taught through Irish,Secondary,CATHOLIC,625.0,,625,"Laurel Hill Secondary School FCJ, Laurel Hill Secondary School FCJ, South Circular Road",273,"S Circular Rd, Laurel Hill Ave, Limerick, Ireland",52.6549898,-8.6363918
274,64270P,Laurel Hill Coláiste FCJ,Cnoc Na Labhras,Luimneach,,,Limerick,Limerick City Council,V94CR26,Aedín Ní Bhrian,principal@laurelhillcolaistefcj.ie,061313636,N,N,N,N,Day,Girls,All pupils taught all subjects through Irish,Secondary,CATHOLIC,411.0,,411,"Laurel Hill Coláiste FCJ, Cnoc Na Labhras, Luimneach",274,"Laurel Hill Ave, S Circular Rd, Limerick, V94 CR26, Ireland",52.6549898,-8.6363918
275,64290V,Ardscoil Mhuire,Corbally,Limerick,,,Limerick,Limerick City Council,V94X47D,MISS BRID HERBERT,mcla.ias@eircom.net,061349014,Y,N,N,N,Day,Girls,No subjects taught through Irish,Secondary,CATHOLIC,566.0,,566,"Ardscoil Mhuire, Corbally, Limerick",275,"Corbally, Limerick, Co. Limerick, V94 X2TW, Ireland",52.6702789,-8.614584899999999
276,64310B,Villiers Secondary School,North Circular Road,Limerick,,,Limerick,Limerick City Council,V94F983,MS. JILL STOREY,secretary@villiers-school.com,061451447,N,N,N,Y,Mixed,Mixed,No subjects taught through Irish,Secondary,CHURCH OF IRELAND,285.0,252.0,537,"Villiers Secondary School, North Circular Road, Limerick",276,"N Circular Rd, Limerick, Ireland",52.66159829999999,-8.6584185
277,64350N,St Patrick's Classical School,Moatlands,Navan,Co Meath,,Meath,Meath County Council,C15CT95,MR. COLM O'ROURKE,office@stpatscs.com,0469023772,N,N,N,N,Day,Boys,No subjects taught through Irish,Secondary,CATHOLIC,,905.0,905,"St Patrick's Classical School, Moatlands, Navan",277,"Moatlands, Navan, Co. Meath, Ireland",53.6521339,-6.6980264
278,64360Q,"St. Joseph's Secondary School, Navan,",Brew's Hill,Navan,Co Meath,,Meath,Meath County Council,C15HW32,MS. RITA MEAGHER,info@mercynavan.ie,0469021830,N,N,N,N,Day,Girls,No subjects taught through Irish,Secondary,CATHOLIC,734.0,,734,"St. Joseph's Secondary School, Navan,, Brew's Hill, Navan",278,"Convent of Mercy, Brews Hill, Dillonsland, Navan, Co. Meath, C15 HW32, Ireland",53.6502756,-6.688175299999999
